2011,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm),,2017,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm),,2018,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm)
,10/1/2010 0:00,66092,109.4,,,10/1/2016 0:00,60994,131,,,10/1/2017 0:00,149513,109
,10/1/2010 0:15,66092,109.1,,,10/1/2016 0:15,60994,132,,,10/1/2017 0:15,152231,111
,10/1/2010 0:30,66092,109.2,,,10/1/2016 0:30,60994,133,,,10/1/2017 0:30,152231,112
,10/1/2010 0:45,66092,109.4,,,10/1/2016 0:45,60994,132,,,10/1/2017 0:45,152231,110
,10/1/2010 1:00,66092,109.6,,,10/1/2016 1:00,60994,130,,,10/1/2017 1:00,155120,108
,10/1/2010 1:15,66092,110.1,,,10/1/2016 1:15,60994,129,,,10/1/2017 1:15,155120,91
,10/1/2010 1:30,66092,110.7,,,10/1/2016 1:30,60994,128,,,10/1/2017 1:30,155120,111
,10/1/2010 1:45,67791,112,,,10/1/2016 1:45,60994,128,,,10/1/2017 1:45,152231,90
,10/1/2010 2:00,66092,112.2,,,10/1/2016 2:00,60994,128,,,10/1/2017 2:00,155120,91
,10/1/2010 2:15,66092,111.6,,,10/1/2016 2:15,60994,128,,,10/1/2017 2:15,155120,91
,10/1/2010 2:30,66092,110.5,,,10/1/2016 2:30,60994,129,,,10/1/2017 2:30,152231,92
,10/1/2010 2:45,66092,109.6,,,10/1/2016 2:45,60994,130,,,10/1/2017 2:45,152231,93
,10/1/2010 3:00,66092,109.3,,,10/1/2016 3:00,60994,132,,,10/1/2017 3:00,152231,93
,10/1/2010 3:15,66092,109.1,,,10/1/2016 3:15,60994,133,,,10/1/2017 3:15,155120,112
,10/1/2010 3:30,66092,109.1,,,10/1/2016 3:30,60994,132,,,10/1/2017 3:30,152231,115
,10/1/2010 3:45,66092,109.5,,,10/1/2016 3:45,60994,131,,,10/1/2017 3:45,155120,110
,10/1/2010 4:00,66092,110,,,10/1/2016 4:00,60994,130,,,10/1/2017 4:00,152231,111
,10/1/2010 4:15,66092,110.6,,,10/1/2016 4:15,60994,129,,,10/1/2017 4:15,152231,111
,10/1/2010 4:30,66092,112,,,10/1/2016 4:30,60994,128,,,10/1/2017 4:30,152231,109
,10/1/2010 4:45,66092,112.5,,,10/1/2016 4:45,60994,128,,,10/1/2017 4:45,149513,109
,10/1/2010 5:00,66092,111.9,,,10/1/2016 5:00,60994,129,,,10/1/2017 5:00,149513,110
,10/1/2010 5:15,66092,110.9,,,10/1/2016 5:15,60994,129,,,10/1/2017 5:15,146625,110
,10/1/2010 5:30,67791,110.2,,,10/1/2016 5:30,60994,130,,,10/1/2017 5:30,149513,111
,10/1/2010 5:45,66092,109.5,,,10/1/2016 5:45,60994,132,,,10/1/2017 5:45,146625,112
,10/1/2010 6:00,66092,109.1,,,10/1/2016 6:00,60994,133,,,10/1/2017 6:00,146625,112
,10/1/2010 6:15,66092,109.3,,,10/1/2016 6:15,60994,133,,,10/1/2017 6:15,146625,113
,10/1/2010 6:30,66092,109.4,,,10/1/2016 6:30,60994,132,,,10/1/2017 6:30,146625,112
,10/1/2010 6:45,66092,110,,,10/1/2016 6:45,60994,131,,,10/1/2017 6:45,146625,111
,10/1/2010 7:00,66092,110.4,,,10/1/2016 7:00,60994,130,,,10/1/2017 7:00,146625,111
,10/1/2010 7:15,66092,110.8,,,10/1/2016 7:15,60994,129,,,10/1/2017 7:15,143906,111
,10/1/2010 7:30,66092,110.8,,,10/1/2016 7:30,60994,129,,,10/1/2017 7:30,143906,111
,10/1/2010 7:45,67791,111.3,,,10/1/2016 7:45,60994,129,,,10/1/2017 7:45,143906,111
,10/1/2010 8:00,67791,111.1,,,10/1/2016 8:00,60994,130,,,10/1/2017 8:00,141188,112
,10/1/2010 8:15,67791,110.6,,,10/1/2016 8:15,60994,130,,,10/1/2017 8:15,138469,112
,10/1/2010 8:30,66092,109.7,,,10/1/2016 8:30,60994,132,,,10/1/2017 8:30,141188,112
,10/1/2010 8:45,66092,109.3,,,10/1/2016 8:45,60994,133,,,10/1/2017 8:45,141188,114
,10/1/2010 9:00,64562,109,,,10/1/2016 9:00,60994,134,,,10/1/2017 9:00,138469,114
,10/1/2010 9:15,66092,108.8,,,10/1/2016 9:15,59295,133,,,10/1/2017 9:15,138469,114
,10/1/2010 9:30,66092,108.4,,,10/1/2016 9:30,60994,131,,,10/1/2017 9:30,138469,112
,10/1/2010 9:45,66092,108.8,,,10/1/2016 9:45,60994,130,,,10/1/2017 9:45,135751,111
,10/1/2010 10:00,64562,109.2,,,10/1/2016 10:00,60994,129,,,10/1/2017 10:00,135751,111
,10/1/2010 10:15,64562,109.6,,,10/1/2016 10:15,60994,129,,,10/1/2017 10:15,135751,111
,10/1/2010 10:30,64562,110.1,,,10/1/2016 10:30,60994,129,,,10/1/2017 10:30,135751,112
,10/1/2010 10:45,66092,110.4,,,10/1/2016 10:45,60994,129,,,10/1/2017 10:45,135751,112
,10/1/2010 11:00,64562,111.1,,,10/1/2016 11:00,60994,129,,,10/1/2017 11:00,133202,110
,10/1/2010 11:15,64562,111.6,,,10/1/2016 11:15,62863,129,,,10/1/2017 11:15,133202,112
,10/1/2010 11:30,66092,111.8,,,10/1/2016 11:30,62863,130,,,10/1/2017 11:30,133202,113
,10/1/2010 11:45,66092,110.8,,,10/1/2016 11:45,62863,132,,,10/1/2017 11:45,133202,114
,10/1/2010 12:00,66092,110.2,,,10/1/2016 12:00,62863,133,,,10/1/2017 12:00,130484,115
,10/1/2010 12:15,66092,109.4,,,10/1/2016 12:15,62863,132,,,10/1/2017 12:15,130484,115
,10/1/2010 12:30,64562,109,,,10/1/2016 12:30,60994,131,,,10/1/2017 12:30,130484,114
,10/1/2010 12:45,64562,109,,,10/1/2016 12:45,62863,129,,,10/1/2017 12:45,130484,113
,10/1/2010 13:00,66092,108.9,,,10/1/2016 13:00,62863,128,,,10/1/2017 13:00,133202,112
,10/1/2010 13:15,66092,109.1,,,10/1/2016 13:15,62863,128,,,10/1/2017 13:15,130484,111
,10/1/2010 13:30,66092,109.6,,,10/1/2016 13:30,62863,127,,,10/1/2017 13:30,133202,112
,10/1/2010 13:45,66092,109.8,,,10/1/2016 13:45,64562,128,,,10/1/2017 13:45,130484,108
,10/1/2010 14:00,67791,110.7,,,10/1/2016 14:00,62863,128,,,10/1/2017 14:00,130484,108
,10/1/2010 14:15,66092,110.7,,,10/1/2016 14:15,64562,129,,,10/1/2017 14:15,130484,108
,10/1/2010 14:30,66092,110.9,,,10/1/2016 14:30,62863,130,,,10/1/2017 14:30,127936,108
,10/1/2010 14:45,67791,110,,,10/1/2016 14:45,64562,132,,,10/1/2017 14:45,127936,109
,10/1/2010 15:00,67791,109,,,10/1/2016 15:00,64562,132,,,10/1/2017 15:00,127936,109
,10/1/2010 15:15,66092,109,,,10/1/2016 15:15,64562,132,,,10/1/2017 15:15,130484,110
,10/1/2010 15:30,66092,107.9,,,10/1/2016 15:30,64562,131,,,10/1/2017 15:30,130484,112
,10/1/2010 15:45,66092,108.2,,,10/1/2016 15:45,62863,130,,,10/1/2017 15:45,133202,111
,10/1/2010 16:00,66092,108.5,,,10/1/2016 16:00,64562,130,,,10/1/2017 16:00,133202,108
,10/1/2010 16:15,66092,109.1,,,10/1/2016 16:15,64562,129,,,10/1/2017 16:15,133202,107
,10/1/2010 16:30,67791,110.4,,,10/1/2016 16:30,66431,130,,,10/1/2017 16:30,130484,107
,10/1/2010 16:45,66092,110.7,,,10/1/2016 16:45,66431,131,,,10/1/2017 16:45,133202,103
,10/1/2010 17:00,66092,111,,,10/1/2016 17:00,66431,133,,,10/1/2017 17:00,133202,105
,10/1/2010 17:15,66092,110.5,,,10/1/2016 17:15,66431,134,,,10/1/2017 17:15,133202,105
,10/1/2010 17:30,66092,110,,,10/1/2016 17:30,66431,136,,,10/1/2017 17:30,133202,106
,10/1/2010 17:45,66092,109.2,,,10/1/2016 17:45,68300,136,,,10/1/2017 17:45,133202,105
,10/1/2010 18:00,66092,108.8,,,10/1/2016 18:00,68300,135,,,10/1/2017 18:00,133202,106
,10/1/2010 18:15,66092,109.1,,,10/1/2016 18:15,69999,132,,,10/1/2017 18:15,133202,104
,10/1/2010 18:30,66092,109.3,,,10/1/2016 18:30,73907,129,,,10/1/2017 18:30,135751,104
,10/1/2010 18:45,66092,109.6,,,10/1/2016 18:45,72038,125,,,10/1/2017 18:45,133202,104
,10/1/2010 19:00,66092,110,,,10/1/2016 19:00,69999,128,,,10/1/2017 19:00,133202,112
,10/1/2010 19:15,66092,110.6,,,10/1/2016 19:15,69999,131,,,10/1/2017 19:15,133202,111
,10/1/2010 19:30,66092,111.4,,,10/1/2016 19:30,72038,133,,,10/1/2017 19:30,135751,112
,10/1/2010 19:45,66092,112.9,,,10/1/2016 19:45,72038,133,,,10/1/2017 19:45,133202,110
,10/1/2010 20:00,66092,113.3,,,10/1/2016 20:00,72038,136,,,10/1/2017 20:00,135751,110
,10/1/2010 20:15,66092,112.3,,,10/1/2016 20:15,72038,138,,,10/1/2017 20:15,135751,110
,10/1/2010 20:30,66092,111,,,10/1/2016 20:30,69999,139,,,10/1/2017 20:30,135751,110
,10/1/2010 20:45,66092,110.3,,,10/1/2016 20:45,72038,138,,,10/1/2017 20:45,135751,113
,10/1/2010 21:00,66092,109.9,,,10/1/2016 21:00,72038,138,,,10/1/2017 21:00,133202,113
,10/1/2010 21:15,66092,109.8,,,10/1/2016 21:15,72038,138,,,10/1/2017 21:15,135751,107
,10/1/2010 21:30,66092,109.3,,,10/1/2016 21:30,72038,138,,,10/1/2017 21:30,133202,111
,10/1/2010 21:45,66092,109.7,,,10/1/2016 21:45,72038,138,,,10/1/2017 21:45,133202,111
,10/1/2010 22:00,66092,110.3,,,10/1/2016 22:00,73907,139,,,10/1/2017 22:00,135751,94
,10/1/2010 22:15,66092,110.9,,,10/1/2016 22:15,73907,140,,,10/1/2017 22:15,135751,111
,10/1/2010 22:30,66092,111.8,,,10/1/2016 22:30,73907,140,,,10/1/2017 22:30,133202,110
,10/1/2010 22:45,64562,112.8,,,10/1/2016 22:45,75776,141,,,10/1/2017 22:45,133202,92
,10/1/2010 23:00,66092,113.1,,,10/1/2016 23:00,75776,143,,,10/1/2017 23:00,133202,94
,10/1/2010 23:15,66092,112.5,,,10/1/2016 23:15,75776,143,,,10/1/2017 23:15,133202,110
,10/1/2010 23:30,66092,111.5,,,10/1/2016 23:30,75776,143,,,10/1/2017 23:30,133202,92
,10/1/2010 23:45,66092,110.3,,,10/1/2016 23:45,75776,142,,,10/1/2017 23:45,130484,92
,10/2/2010 0:00,66092,109.9,,,10/2/2016 0:00,77815,142,,,10/2/2017 0:00,130484,93
,10/2/2010 0:15,66092,109.8,,,10/2/2016 0:15,77815,143,,,10/2/2017 0:15,133202,94
,10/2/2010 0:30,66092,109.6,,,10/2/2016 0:30,77815,144,,,10/2/2017 0:30,133202,112
,10/2/2010 0:45,66092,109.5,,,10/2/2016 0:45,75776,145,,,10/2/2017 0:45,133202,96
,10/2/2010 1:00,66092,109.4,,,10/2/2016 1:00,75776,147,,,10/2/2017 1:00,130484,94
,10/2/2010 1:15,66092,109.9,,,10/2/2016 1:15,77815,147,,,10/2/2017 1:15,133202,93
,10/2/2010 1:30,66092,110,,,10/2/2016 1:30,75776,149,,,10/2/2017 1:30,130484,92
,10/2/2010 1:45,66092,110.5,,,10/2/2016 1:45,75776,151,,,10/2/2017 1:45,133202,92
,10/2/2010 2:00,66092,111.9,,,10/2/2016 2:00,73907,152,,,10/2/2017 2:00,130484,91
,10/2/2010 2:15,66092,112.3,,,10/2/2016 2:15,75776,153,,,10/2/2017 2:15,133202,91
,10/2/2010 2:30,66092,111.2,,,10/2/2016 2:30,73907,152,,,10/2/2017 2:30,130484,92
,10/2/2010 2:45,66092,110.2,,,10/2/2016 2:45,73907,152,,,10/2/2017 2:45,127936,92
,10/2/2010 3:00,66092,109.4,,,10/2/2016 3:00,73907,152,,,10/2/2017 3:00,130484,93
,10/2/2010 3:15,66092,109.2,,,10/2/2016 3:15,73907,152,,,10/2/2017 3:15,130484,94
,10/2/2010 3:30,66092,110,,,10/2/2016 3:30,72038,153,,,10/2/2017 3:30,127936,94
,10/2/2010 3:45,66092,110.2,,,10/2/2016 3:45,73907,154,,,10/2/2017 3:45,127936,93
,10/2/2010 4:00,66092,110.3,,,10/2/2016 4:00,73907,154,,,10/2/2017 4:00,127936,92
,10/2/2010 4:15,66092,110.1,,,10/2/2016 4:15,73907,154,,,10/2/2017 4:15,127936,91
,10/2/2010 4:30,66092,110.3,,,10/2/2016 4:30,73907,155,,,10/2/2017 4:30,127936,91
,10/2/2010 4:45,66092,111.6,,,10/2/2016 4:45,72038,155,,,10/2/2017 4:45,127936,91
,10/2/2010 5:00,67791,111.6,,,10/2/2016 5:00,72038,154,,,10/2/2017 5:00,125387,91
,10/2/2010 5:15,66092,111.5,,,10/2/2016 5:15,72038,152,,,10/2/2017 5:15,127936,91
,10/2/2010 5:30,66092,109.9,,,10/2/2016 5:30,72038,150,,,10/2/2017 5:30,125387,91
,10/2/2010 5:45,66092,110.3,,,10/2/2016 5:45,72038,148,,,10/2/2017 5:45,127936,91
,10/2/2010 6:00,66092,109.7,,,10/2/2016 6:00,72038,146,,,10/2/2017 6:00,127936,92
,10/2/2010 6:15,66092,109.4,,,10/2/2016 6:15,72038,145,,,10/2/2017 6:15,125387,94
,10/2/2010 6:30,66092,109.5,,,10/2/2016 6:30,69999,144,,,10/2/2017 6:30,125387,94
,10/2/2010 6:45,66092,109.2,,,10/2/2016 6:45,72038,144,,,10/2/2017 6:45,125387,92
,10/2/2010 7:00,67791,109.8,,,10/2/2016 7:00,72038,144,,,10/2/2017 7:00,127936,91
,10/2/2010 7:15,66092,110.8,,,10/2/2016 7:15,72038,145,,,10/2/2017 7:15,125387,90
,10/2/2010 7:30,66092,112.2,,,10/2/2016 7:30,72038,145,,,10/2/2017 7:30,125387,91
,10/2/2010 7:45,66092,112.5,,,10/2/2016 7:45,72038,144,,,10/2/2017 7:45,122838,90
,10/2/2010 8:00,67791,111.7,,,10/2/2016 8:00,69999,142,,,10/2/2017 8:00,125387,90
,10/2/2010 8:15,66092,110.8,,,10/2/2016 8:15,72038,140,,,10/2/2017 8:15,125387,90
,10/2/2010 8:30,66092,110.1,,,10/2/2016 8:30,69999,139,,,10/2/2017 8:30,125387,91
,10/2/2010 8:45,66092,109.3,,,10/2/2016 8:45,69999,138,,,10/2/2017 8:45,122838,92
,10/2/2010 9:00,66092,109.3,,,10/2/2016 9:00,68300,137,,,10/2/2017 9:00,122838,93
,10/2/2010 9:15,66092,109.3,,,10/2/2016 9:15,69999,136,,,10/2/2017 9:15,122838,94
,10/2/2010 9:30,64562,109.7,,,10/2/2016 9:30,68300,136,,,10/2/2017 9:30,122838,94
,10/2/2010 9:45,66092,110.2,,,10/2/2016 9:45,69999,136,,,10/2/2017 9:45,122838,92
,10/2/2010 10:00,66092,111.2,,,10/2/2016 10:00,69999,136,,,10/2/2017 10:00,125387,91
,10/2/2010 10:15,66092,112,,,10/2/2016 10:15,69999,136,,,10/2/2017 10:15,122838,90
,10/2/2010 10:30,66092,112,,,10/2/2016 10:30,83761,135,,,10/2/2017 10:30,122838,90
,10/2/2010 10:45,66092,111.1,,,10/2/2016 10:45,79854,125,,,10/2/2017 10:45,122838,90
,10/2/2010 11:00,66092,110.4,,,10/2/2016 11:00,81722,126,,,10/2/2017 11:00,122838,90
,10/2/2010 11:15,64562,110.2,,,10/2/2016 11:15,77815,124,,,10/2/2017 11:15,122838,91
,10/2/2010 11:30,64562,110,,,10/2/2016 11:30,77815,128,,,10/2/2017 11:30,120290,91
,10/2/2010 11:45,67791,109.9,,,10/2/2016 11:45,77815,129,,,10/2/2017 11:45,120290,91
,10/2/2010 12:00,66092,110.1,,,10/2/2016 12:00,77815,130,,,10/2/2017 12:00,122838,92
,10/2/2010 12:15,66092,109.7,,,10/2/2016 12:15,77815,130,,,10/2/2017 12:15,120290,94
,10/2/2010 12:30,66092,110.5,,,10/2/2016 12:30,77815,131,,,10/2/2017 12:30,120290,93
,10/2/2010 12:45,66092,111.9,,,10/2/2016 12:45,77815,133,,,10/2/2017 12:45,120290,91
,10/2/2010 13:00,64562,112.6,,,10/2/2016 13:00,77815,134,,,10/2/2017 13:00,122838,90
,10/2/2010 13:15,66092,111.8,,,10/2/2016 13:15,79854,136,,,10/2/2017 13:15,120290,90
,10/2/2010 13:30,64562,111.1,,,10/2/2016 13:30,77815,139,,,10/2/2017 13:30,120290,90
,10/2/2010 13:45,66092,110.4,,,10/2/2016 13:45,79854,141,,,10/2/2017 13:45,120290,90
,10/2/2010 14:00,66092,110,,,10/2/2016 14:00,77815,141,,,10/2/2017 14:00,120290,90
,10/2/2010 14:15,66092,110.4,,,10/2/2016 14:15,79854,141,,,10/2/2017 14:15,120290,90
,10/2/2010 14:30,66092,110.2,,,10/2/2016 14:30,79854,140,,,10/2/2017 14:30,120290,91
,10/2/2010 14:45,64562,109.7,,,10/2/2016 14:45,79854,140,,,10/2/2017 14:45,120290,91
,10/2/2010 15:00,66092,109.6,,,10/2/2016 15:00,79854,140,,,10/2/2017 15:00,120290,93
,10/2/2010 15:15,66092,109.4,,,10/2/2016 15:15,81722,141,,,10/2/2017 15:15,122838,94
,10/2/2010 15:30,67791,110.5,,,10/2/2016 15:30,83761,143,,,10/2/2017 15:30,122838,92
,10/2/2010 15:45,66092,111.4,,,10/2/2016 15:45,81722,146,,,10/2/2017 15:45,122838,91
,10/2/2010 16:00,67791,112.8,,,10/2/2016 16:00,83761,149,,,10/2/2017 16:00,122838,91
,10/2/2010 16:15,66092,113,,,10/2/2016 16:15,85970,153,,,10/2/2017 16:15,120290,90
,10/2/2010 16:30,67791,112,,,10/2/2016 16:30,85970,157,,,10/2/2017 16:30,122838,90
,10/2/2010 16:45,66092,110.8,,,10/2/2016 16:45,83761,159,,,10/2/2017 16:45,120290,90
,10/2/2010 17:00,66092,109.7,,,10/2/2016 17:00,83761,160,,,10/2/2017 17:00,122838,91
,10/2/2010 17:15,66092,109.6,,,10/2/2016 17:15,83761,159,,,10/2/2017 17:15,120290,91
,10/2/2010 17:30,66092,109.5,,,10/2/2016 17:30,83761,158,,,10/2/2017 17:30,120290,92
,10/2/2010 17:45,66092,108.9,,,10/2/2016 17:45,85970,157,,,10/2/2017 17:45,122838,93
,10/2/2010 18:00,66092,110.4,,,10/2/2016 18:00,90217,153,,,10/2/2017 18:00,122838,94
,10/2/2010 18:15,66092,110.1,,,10/2/2016 18:15,85970,152,,,10/2/2017 18:15,122838,94
,10/2/2010 18:30,66092,110.4,,,10/2/2016 18:30,83761,157,,,10/2/2017 18:30,120290,93
,10/2/2010 18:45,64562,111.1,,,10/2/2016 18:45,83761,160,,,10/2/2017 18:45,120290,92
,10/2/2010 19:00,66092,112.2,,,10/2/2016 19:00,83761,163,,,10/2/2017 19:00,122838,91
,10/2/2010 19:15,66092,113,,,10/2/2016 19:15,85970,164,,,10/2/2017 19:15,120290,91
,10/2/2010 19:30,66092,111.8,,,10/2/2016 19:30,85970,163,,,10/2/2017 19:30,122838,91
,10/2/2010 19:45,66092,110.8,,,10/2/2016 19:45,83761,161,,,10/2/2017 19:45,122838,91
,10/2/2010 20:00,66092,110,,,10/2/2016 20:00,85970,159,,,10/2/2017 20:00,120290,91
,10/2/2010 20:15,66092,109.5,,,10/2/2016 20:15,85970,157,,,10/2/2017 20:15,117741,92
,10/2/2010 20:30,66092,108.9,,,10/2/2016 20:30,83761,155,,,10/2/2017 20:30,120290,92
,10/2/2010 20:45,66092,109,,,10/2/2016 20:45,85970,154,,,10/2/2017 20:45,120290,93
,10/2/2010 21:00,66092,110,,,10/2/2016 21:00,92256,152,,,10/2/2017 21:00,122838,94
,10/2/2010 21:15,66092,109.9,,,10/2/2016 21:15,92256,146,,,10/2/2017 21:15,120290,94
,10/2/2010 21:30,66092,110.5,,,10/2/2016 21:30,92256,144,,,10/2/2017 21:30,117741,93
,10/2/2010 21:45,66092,110,,,10/2/2016 21:45,92256,145,,,10/2/2017 21:45,122838,92
,10/2/2010 22:00,66092,110.9,,,10/2/2016 22:00,94465,147,,,10/2/2017 22:00,120290,91
,10/2/2010 22:15,66092,112.1,,,10/2/2016 22:15,94465,145,,,10/2/2017 22:15,120290,91
,10/2/2010 22:30,66092,111.5,,,10/2/2016 22:30,94465,145,,,10/2/2017 22:30,120290,91
,10/2/2010 22:45,66092,111.1,,,10/2/2016 22:45,94465,146,,,10/2/2017 22:45,120290,90
,10/2/2010 23:00,66092,110.1,,,10/2/2016 23:00,96674,146,,,10/2/2017 23:00,122838,91
,10/2/2010 23:15,66092,109.5,,,10/2/2016 23:15,96674,146,,,10/2/2017 23:15,120290,91
,10/2/2010 23:30,66092,109.4,,,10/2/2016 23:30,98882,145,,,10/2/2017 23:30,120290,91
,10/2/2010 23:45,66092,109,,,10/2/2016 23:45,101261,146,,,10/2/2017 23:45,117741,92
,10/3/2010 0:00,66092,109.4,,,10/3/2016 0:00,101261,146,,,10/3/2017 0:00,120290,94
,10/3/2010 0:15,64562,109.8,,,10/3/2016 0:15,103470,146,,,10/3/2017 0:15,120290,93
,10/3/2010 0:30,66092,110.2,,,10/3/2016 0:30,105848,147,,,10/3/2017 0:30,120290,92
,10/3/2010 0:45,66092,110.7,,,10/3/2016 0:45,105848,147,,,10/3/2017 0:45,120290,91
,10/3/2010 1:00,66092,110.5,,,10/3/2016 1:00,105848,148,,,10/3/2017 1:00,120290,90
,10/3/2010 1:15,66092,111.2,,,10/3/2016 1:15,105848,151,,,10/3/2017 1:15,120290,90
,10/3/2010 1:30,66092,111.7,,,10/3/2016 1:30,110606,154,,,10/3/2017 1:30,117741,89
,10/3/2010 1:45,66092,111.2,,,10/3/2016 1:45,110606,158,,,10/3/2017 1:45,120290,90
,10/3/2010 2:00,66092,110.5,,,10/3/2016 2:00,112984,162,,,10/3/2017 2:00,117741,90
,10/3/2010 2:15,66092,109.8,,,10/3/2016 2:15,117741,166,,,10/3/2017 2:15,120290,90
,10/3/2010 2:30,66092,109.4,,,10/3/2016 2:30,120290,168,,,10/3/2017 2:30,120290,90
,10/3/2010 2:45,66092,109.2,,,10/3/2016 2:45,120290,171,,,10/3/2017 2:45,120290,91
,10/3/2010 3:00,66092,108.9,,,10/3/2016 3:00,120290,174,,,10/3/2017 3:00,117741,111
,10/3/2010 3:15,66092,109,,,10/3/2016 3:15,120290,175,,,10/3/2017 3:15,120290,94
,10/3/2010 3:30,66092,109.7,,,10/3/2016 3:30,117741,175,,,10/3/2017 3:30,117741,93
,10/3/2010 3:45,66092,110.2,,,10/3/2016 3:45,120290,176,,,10/3/2017 3:45,117741,91
,10/3/2010 4:00,66092,110.6,,,10/3/2016 4:00,117741,178,,,10/3/2017 4:00,117741,112
,10/3/2010 4:15,66092,111.4,,,10/3/2016 4:15,117741,179,,,10/3/2017 4:15,117741,89
,10/3/2010 4:30,66092,112.5,,,10/3/2016 4:30,117741,181,,,10/3/2017 4:30,117741,89
,10/3/2010 4:45,66092,112.1,,,10/3/2016 4:45,120290,182,,,10/3/2017 4:45,117741,89
,10/3/2010 5:00,66092,111.2,,,10/3/2016 5:00,117741,183,,,10/3/2017 5:00,117741,89
,10/3/2010 5:15,66092,110.5,,,10/3/2016 5:15,120290,183,,,10/3/2017 5:15,117741,90
,10/3/2010 5:30,67791,109.9,,,10/3/2016 5:30,120290,182,,,10/3/2017 5:30,117741,90
,10/3/2010 5:45,66092,109.7,,,10/3/2016 5:45,120290,182,,,10/3/2017 5:45,117741,91
,10/3/2010 6:00,66092,109.6,,,10/3/2016 6:00,120290,180,,,10/3/2017 6:00,117741,93
,10/3/2010 6:15,66092,109.9,,,10/3/2016 6:15,117741,178,,,10/3/2017 6:15,115363,93
,10/3/2010 6:30,67791,110.3,,,10/3/2016 6:30,120290,177,,,10/3/2017 6:30,115363,92
,10/3/2010 6:45,66092,111.1,,,10/3/2016 6:45,120290,176,,,10/3/2017 6:45,117741,90
,10/3/2010 7:00,66092,111.7,,,10/3/2016 7:00,117741,176,,,10/3/2017 7:00,117741,90
,10/3/2010 7:15,67791,112.2,,,10/3/2016 7:15,117741,176,,,10/3/2017 7:15,117741,90
,10/3/2010 7:30,66092,111.8,,,10/3/2016 7:30,117741,175,,,10/3/2017 7:30,115363,89
,10/3/2010 7:45,66092,110.9,,,10/3/2016 7:45,120290,174,,,10/3/2017 7:45,115363,89
,10/3/2010 8:00,66092,110.2,,,10/3/2016 8:00,117741,173,,,10/3/2017 8:00,115363,90
,10/3/2010 8:15,66092,109.9,,,10/3/2016 8:15,117741,172,,,10/3/2017 8:15,115363,91
,10/3/2010 8:30,64562,110.2,,,10/3/2016 8:30,117741,171,,,10/3/2017 8:30,115363,92
,10/3/2010 8:45,66092,109.9,,,10/3/2016 8:45,117741,170,,,10/3/2017 8:45,115363,93
,10/3/2010 9:00,66092,110.1,,,10/3/2016 9:00,115363,168,,,10/3/2017 9:00,112984,91
,10/3/2010 9:15,66092,110.8,,,10/3/2016 9:15,112984,165,,,10/3/2017 9:15,115363,90
,10/3/2010 9:30,66092,110.7,,,10/3/2016 9:30,112984,163,,,10/3/2017 9:30,115363,89
,10/3/2010 9:45,64562,111,,,10/3/2016 9:45,112984,162,,,10/3/2017 9:45,112984,89
,10/3/2010 10:00,66092,111.1,,,10/3/2016 10:00,112984,161,,,10/3/2017 10:00,115363,89
,10/3/2010 10:15,66092,112.4,,,10/3/2016 10:15,110606,160,,,10/3/2017 10:15,115363,89
,10/3/2010 10:30,66092,112.2,,,10/3/2016 10:30,110606,160,,,10/3/2017 10:30,115363,89
,10/3/2010 10:45,66092,111.5,,,10/3/2016 10:45,110606,159,,,10/3/2017 10:45,112984,89
,10/3/2010 11:00,66092,110.9,,,10/3/2016 11:00,108227,158,,,10/3/2017 11:00,115363,90
,10/3/2010 11:15,66092,110.1,,,10/3/2016 11:15,105848,157,,,10/3/2017 11:15,115363,92
,10/3/2010 11:30,66092,109.4,,,10/3/2016 11:30,105848,156,,,10/3/2017 11:30,115363,93
,10/3/2010 11:45,66092,109.4,,,10/3/2016 11:45,105848,156,,,10/3/2017 11:45,112984,92
,10/3/2010 12:00,66092,109.3,,,10/3/2016 12:00,105848,156,,,10/3/2017 12:00,115363,91
,10/3/2010 12:15,66092,109.3,,,10/3/2016 12:15,103470,154,,,10/3/2017 12:15,112984,90
,10/3/2010 12:30,66092,109.6,,,10/3/2016 12:30,101261,152,,,10/3/2017 12:30,115363,89
,10/3/2010 12:45,64562,109.9,,,10/3/2016 12:45,101261,151,,,10/3/2017 12:45,112984,89
,10/3/2010 13:00,66092,110.1,,,10/3/2016 13:00,101261,151,,,10/3/2017 13:00,112984,89
,10/3/2010 13:15,64562,110.6,,,10/3/2016 13:15,101261,150,,,10/3/2017 13:15,112984,89
,10/3/2010 13:30,64562,111.7,,,10/3/2016 13:30,98882,150,,,10/3/2017 13:30,112984,90
,10/3/2010 13:45,66092,111.8,,,10/3/2016 13:45,98882,149,,,10/3/2017 13:45,112984,90
,10/3/2010 14:00,64562,111.7,,,10/3/2016 14:00,101261,148,,,10/3/2017 14:00,115363,91
,10/3/2010 14:15,64562,110.9,,,10/3/2016 14:15,98882,147,,,10/3/2017 14:15,112984,92
,10/3/2010 14:30,66092,110.2,,,10/3/2016 14:30,98882,147,,,10/3/2017 14:30,112984,93
,10/3/2010 14:45,64562,110,,,10/3/2016 14:45,96674,147,,,10/3/2017 14:45,115363,92
,10/3/2010 15:00,66092,109.4,,,10/3/2016 15:00,96674,147,,,10/3/2017 15:00,115363,91
